Unnamed: 0,word1,word2,class
3743,su,rUpam,1
3744,ekAnwa,SIlawvaM,1
3745,Agamana,vArwAyAH,3
3746,pApa,cewasam,1
3747,ganwu,kAma,1
3748,praSAnwa,manasaM,1
3749,pravikIrNa,SUraH,1
3750,vipra,qReH,3
3751,mqxu,vAcA,3
3752,bahu,Sruwam,1
3753,kesara,aruNaH,1
3754,mahaw,maMwrI,3
3755,sa,cewanam,1
3756,kRewra,AxiRu,1
3757,akROhiNI,pramANam,1
3758,kAma,banXanam,1
3759,kUrmma,rUpam,1
3760,pUrva,AxO,1
3761,na,AjFApiwA,3
3762,sa,vAnaram,1
3763,xURiwa,anwarafgA,1
3764,vyaFjana,AxIni,1
3765,kqRNa,aMgArAn,3
3766,rUpa,hInAm,3
3767,cawurviXa,upayogaH,3
3768,vAnara,senayA,3
3769,sAXu,vqwwaH,1
3770,sarva,prayawnena,3
3771,sarva,xAnAni,3
3772,parama,iSvara,3
3773,prasanna,manasA,1
3774,lifga,AkArikAm,1
3775,sva,Xanam,3
3776,wyakwa,gqhAH,1
3777,na,Gqwam,3
3778,nir,AwafkA,1
3779,xaSan,yojanam,3
3780,a,huwvA,3
3781,hiMsA,AwmakaH,1
3782,wri,afgulam,3
3783,sahasra,save,1
3784,sahasra,newraH,1
3785,a,balasya,1
3786,maXu,manxiram,3
3787,Awma,ArAmaH,1
3788,lakRa,loBAn,3
3789,hIna,vAwasya,1
3790,na,Srowriye,3
3791,agra,BAga,3
3792,nArasiMha,AKyam,1
3793,xur,avasWAm,3
3794,anwaH,koRTakAw,3
3795,na,SuBam,3
3796,Bagna,jAnuH,1
3797,hema,mAlinAm,1
3798,paFca,AwmakaM,1
3799,mAwulufga,rasaM,3
3800,sam,kIrwanam,3
3801,aSva,BUmiM,3
3802,Gqwa,Apluwam,3
3803,prawi,ekam,0
3804,viruxva,vIryaM,1
3805,nira,anwaraM,0
3806,vajra,pANi,1
3807,sva,surakRA,3
3808,hqw,Axyam,1
3809,SrIrAya,mahASayena,3
3810,nir,balA,1
3811,mokRa,amokRO,2
3812,su,xarSaH,3
3813,vyapA,SriwAH,3
3814,hqw,AxyA,1
3815,wax,puwram,3
3816,mahA,mInAH,3
3817,sarva,wanwrANAM,3
3818,sAmagrI,Axi,1
3819,prA,muKyena,3
3820,newra,manwreNa,3
3821,safkata,ApannA,3
3822,su,alaMkqwEH,3
3823,sunxara,sunxarANi,2
3824,Ajya,AxyEH,1
3825,asmaw,prawiveSinaH,3
3826,mahaw,awmAnaM,1
3827,aXi,xEvawam,0
3828,sa,wriparyeRaNe,1
3829,xaNda,nIwO,3
3830,Sawa,guNaM,3
3831,saMsqRta,lifgaM,1
3832,nAraxa,mune,3
3833,xur,Agraha,3
3834,vismqwa,kalawraH,1
3835,rakwa,AxayaH,1
3836,su,rupA,1
3837,sevA,nivqwwasya,3
3838,an,arWakena,3
3839,prANa,priyAya,3
3840,hIna,buxXiH,1
3841,a,jIrNam,3
3842,wArkRya,kewana,1
3843,su,krUrAH,3
3844,vasiRTa,AxIn,1
3845,wri,Buvanam,2
3846,prawi,kalpyAn,3
3847,sAXaka,Axikam,1
3848,mqwyu,yAnaM,3
3849,karuNa,anwarafgAH,1
3850,mahA,kakRA,1
3851,vAyu,wawwvam,3
3852,rotikA,Axi,1
3853,a,jAwAnAM,3
3854,anya,haswena,3
3855,Ayawa,locanA,1
3856,muni,SApam,3
3857,maha,uxaXiH,3
3858,rAjan,siMhaH,3
3859,Bqwa,puwrAH,1
3860,lamba,wuNdaH,1
3861,wapaH,yajFA,1
3862,Acamana,arWam,3
3863,sa,roRam,1
3864,SeRa,SayyAm,3
3865,xaSasahasra,rUpyakANi,3
3866,UrXva,caraNaH,1
3867,paraspara,viruxXAn,3
3868,hewu,yukwaH,3
3869,vexa,niSciwaH,3
3870,nir,mamAH,1
3871,pra,calanwO,3
3872,aXo,muKaH,1
3873,waWA,upamam,1
3874,bahu,suvarNakEH,1
3875,vIrapura,nAmni,1
3876,wanu,wvak,1
3877,sa,avaXAnawAyE,1
3878,cawurviMSawi,aXikam,1
3879,evaM,viXaH,1
3880,awi,prakarRAw,3
3881,pra,SAnwaH,3
3882,sa,hqllAsaH,1
3883,wuRta,AsyEH,1
3884,uFCa,SilEH,1
3885,BUwa,balim,3
3886,xur,mawe,1
3887,unnawa,BAla,3
3888,manxa,vIryam,1
3889,anwarikRa,carAH,3
3890,sa,guNaH,1
3891,pawi,vrawAnAm,1
3892,pIwa,varNA,1
3893,niSciwa,samayAw,3
3894,pUraNa,arWAya,3
3895,vi,priyam,1
3896,BaginI,viRayakeNa,1
3897,apavixZXa,agnihowrasya,1
3898,uwwAna,pAxAH,3
3899,amuka,wiWO,3
3900,bahu,viXEH,1
3901,viveka,rahiwAH,3
3902,a,saMgawEH,3
3903,na,kqwyam,3
3904,yuvan,rAjeByaH,3
3905,uxvAha,arWaM,3
3906,sahaja,anumAnam,3
3907,laGu,xvIpam,3
3908,komala,gAwrI,1
3909,uwPulla,vaxana,1
3910,uxyama,varjiwaH,3
3911,Soka,parAyaNaH,1
3912,SUnya,AgAraM,1
3913,guNa,jAwEH,3
3914,uwsava,Axi,1
3915,gqhIwa,vaswrayA,1
3916,kapi,XvajaH,1
3917,yawa,AwmAnO,1
3918,kqwa,aswraH,1
3919,rUpa,sampannAm,3
3920,nis,SrIkAH,1
3921,nAnA,vqwwiH,1
3922,jIva,saMjFiwam,1
3923,yuga,AxiRu,3
3924,pata,samputakam,3
3925,rawna,Bariwam,3
3926,kala,kalaH,2
3927,yaWArWa,xAwAraH,3
3928,waw,vyApqwa,3
3929,xurjana,gamyAH,3
3930,Baga,akRi,3
3931,evaM,viXa,1
3932,sa,xakRiNAH,1
3933,sikKa,samAjasya,3
3934,puruRa,rUpeNa,3
3935,kopa,SIla,1
3936,nir,malawvAw,1
3937,garBa,rasAw,3
3938,AXunika,saByawAyAm,3
3939,anyA,viXAm,1
3940,meRa,kqwam,3
3941,sa,saMjFaH,1
3942,sawya,aBisaMXAya,1
3943,uxAra,vacane,3
3944,sammAna,pUrvakam,1
3945,labXa,viSramaH,1
3946,kAla,miWyAyogaH,3
3947,parama,AwmanA,3
3948,pra,SAsiwum,3
3949,A,sAxya,3
3950,sa,SokAm,1
3951,miwra,muKaH,1
3952,xurxina,anwargawA,3
3953,su,praWiwaH,3
3954,jFAna,plavaM,1
3955,ganwu,manA,1
3956,yawa,AwmAnaH,1
3957,bqhaspawi,maweH,1
3958,ku,saMbanXaM,3
3959,bahu,muKAH,1
3960,waw,apekRya,3
3961,mahaw,pApmA,1
3962,kqwwi,vAsAH,1
3963,laGu,cewasAm,1
3964,para,nirmiwiH,3
3965,ni,yukwaH,3
3966,na,yukwasya,3
3967,kqwa,prajFaH,1
3968,na,nirvacanIyam,3
3969,awi,mAwaram,3
3970,kAruNya,SIlaH,1
3971,saMskqwa,nAmAni,1
3972,bahuviXa,vikalpAH,3
3973,Kara,mUwram,3
3974,pIlu,rasaM,3
3975,Xqwa,upanewra,1
3976,a,SocyAH,3
3977,paxAwi,mArge,3
3978,sarva,viRayeRu,3
3979,SAnwa,svaBAvaH,1
3980,rAjan,sevAyAm,3
3981,suvarNa,RTIvanAw,3
3982,vi,gawe,1
3983,mahaw,XanaH,1
3984,sa,smiwam,1
3985,a,xawwam,3
3986,rahasya,pUrNam,3
3987,an,AyuRyaM,3
3988,cawar,viXA,1
3989,naRta,saMwApaM,1
3990,sqRti,krame,3
3991,BUri,xakRiNaH,1
3992,kRIra,miSraH,3
3993,aBivyakwa,AwmakaM,1
3994,parimiwa,prajFaH,1
3995,cawus,paWe,1
3996,a,meyaH,3
3997,sva,pANO,3
3998,muRti,parimiwA,3
3999,AXawwa,garBA,1
4000,pApa,BAraH,3
4001,ASrama,nikate,3
4002,vi,varNaH,1
4003,jaraxgava,nAmA,1
4004,pUjA,krameNa,3
4005,sa,avakASam,1
4006,avanawa,SiraskaH,1
4007,skanXa,xarSanamAwraM,3
4008,nir,rlajjA,1
4009,aBra,cCAyA,3
4010,bahu,sAhasraM,1
4011,sa,BAjanam,1
4012,kASi,rAja,3
4013,a,xviwIyaH,1
4014,gurU,BakwAH,3
4015,avanawa,muKI,1
4016,xqRti,gocara,3
4017,pANdu,varNAH,1
4018,inxra,SoBanam,2
4019,SiKaNdI,AxyAH,1
4020,ava,ruxXa,3
4021,vicCinna,wanwrIkA,1
4022,Saswra,AxinA,1
4023,saM,pramUDeRu,3
4024,cawurWa,mUrKaH,3
4025,SabalA,nAmikAm,1
4026,sawya,vrawA,1
4027,a,pESunam,3
4028,sa,viBIRaNEH,1
4029,ava,lokayAmi,3
4030,baxXa,BAvA,1
4031,pArSva,carmANi,3
4032,anu,wApam,3
4033,vqkRa,AxIn,1
4034,asmaw,AxeH,1
4035,ewaw,upaveSanaM,3
4036,Sama,parasya,1
4037,inXana,sWam,3
4038,sWUla,piNdikAH,1
4039,manxa,svareNa,3
4040,snigXa,varNaH,1
4041,manas,cikiwsAlaye,3
4042,na,kRawAm,3
4043,kqSa,uxarIm,1
4044,Arya,cAruxawwaH,3
4045,ahaMkAra,parigraham,3
4046,sarva,vqwwAnwam,3
4047,na,Binnena,3
4048,vana,kAmaM,1
4049,Awwa,ganXAH,1
4050,samyak,vqwwAH,1
4051,apAna,akRaH,1
4052,Sawa,guH,1
4053,nEH,SreyasI,3
4054,sawya,yajFAH,1
4055,prawyakRa,XarmAH,1
4056,anna,guNAn,3
4057,xvija,agreByaH,3
4058,xqDa,vrawaH_Bs,1
4059,kaliwa,aFjaliH,1
4060,maXya,nimnaH,1
4061,xur,BAvanAyA,1
4062,nyAya,priya,1
4063,Xarmma,ISam,3
4064,ekAnwa,SIlI,1
4065,vi,avasWA,3
4066,Sruwi,saMpannAH,3
4067,SlAGya,guNaH,1
4068,na,AlambaH,3
4069,su,cariwaM,3
4070,sarva,xeva,3
4071,go,vqRam,3
4072,sva,vakRasi,3
4073,pakRa,pAwena,3
4074,saM,jAwaM,3
4075,haswin,snAnam,3
4076,wqNa,AxayaH,1
4077,guru,gAwra,3
4078,maruwwara,Sakati,3
4079,xina,ananwaram,3
4080,Agama,anAgamO,2
4081,na,calam,3
4082,kalaha,priyA,1
4083,sawwva,Axi,1
4084,sa,praNayam,1
4085,a,viroxXAraM,3
4086,sa,arWakaM,1
4087,aparAhNa,kAla,3
4088,niwya,uxako,1
4089,a,jFaH,3
4090,jIvana,nirvAhasya,3
4091,xuH,prajFAH,3
4092,na,xamBiwvam,3
4093,sa,prasekaH,1
4094,sa,ahaMkAreNa,3
4095,Oxaka,AnUpam,2
4096,wyakwa,XarmaH,1
4097,niraswa,pAxape,1
4098,vinawa,vaxanaH,1
4099,puwra,vaXvoH,3
4100,ucca,Sabxena,3
4101,SuxXi,saMSrayam,1
4102,prawarxana,praBqwayaH,1
4103,kaMsa,AxInAm,1
4104,asama,praxeSasya,3
4105,viMSaw,bAhuH,1
4106,kqwajFawA,pUrvakam,1
4107,prasanna,muKaM,1
4108,gawa,klamasya,1
4109,kUpa,samIpam,3
4110,vahni,BayAw,3
4111,sa,upasneha,1
4112,a,nikewanaH,3
4113,varwula,Axi,1
4114,iwi,Axi,1
4115,su,vyAhqwaM,3
4116,su,ciram,3
4117,svarNa,puruRasya,3
4118,alpa,wejAH,1
4119,SuBa,xarSanam,1
4120,kqwa,saMGAwAH,1
4121,Safku,karNaH,1
4122,ASrama,sWAn,3
4123,sUpa,japAH,1
4124,miSra,mahoxayena,3
4125,jala,mallakam,3
4126,bqhaw,SAKaH,1
4127,Xarma,samAviRtaH,3
4128,vIraBaxra,nAmakaH,1
4129,a,nAWAH,1
4130,sa,kutumbam,1
4131,uxagra,rUpam,1
4132,sixXa,puruRaH,3
4133,meGa,GoREH,1
4134,wEla,prapUriwaH,3
4135,a,wulam,1
4136,kula,Axi,1
4137,kRuxrabuxXi,nAmA,1
4138,Binna,rucaya,1
4139,vicAra,mUDayoH,3
4140,canxra,uxayaH,3
4141,sama,upakaraNO,1
4142,vi,sPUrjiwam,3
4143,eka,akRa,1
4144,jagaw,sWiwaM,3
4145,mahA,uwsAhAn,1
4146,wEryyak,yonyaH,1
4147,jvalana,AxinA,1
4148,parama,valgunA,3
4149,rUkRa,pUrvaH,3
4150,anunaya,parigrahaH,3
4151,parama,ISvara,3
4152,gaBIra,reKayA,3
4153,pAMdya,rAjam,3
4154,wIvra,uwsAhena,3
4155,axBuwa,xarSana,1
4156,sa,hAsaM,1
4157,caNda,aMSunA,3
4158,sa,snehaM,1
4159,lawA,viSeRaH,3
4160,sam,Asanna,3
4161,waraNa,saMvqwe,3
4162,yajFa,prayojanam,1
4163,yOvana,saxqSam,3
4164,a,punarBave,3
4165,sWira,mawiH,1
4166,prawi,sanXyam,0
4167,saMvqwa,AwmA,1
4168,priya,nivexyamAnAni,3
4169,vi,vqxXaH,3
4170,inxra,AxiByaH,1
4171,yaWA,samBavam,0
4172,pOwrI,nirviSeRam,3
4173,paFca,SawAH,1
4174,sixXi,kAraNam,3
4175,maha,asuraH,3
4176,krUra,xqRti,1
4177,arXa,rAwram,3
4178,vikrewu,kAmaH,1
4179,niyawa,AwmanAm,1
4180,svalpa,kAlAya,3
4181,XUwa,pApmA,1
4182,mahA,iRvAsaH,1
4183,pra,yawamAnAyAM,3
4184,maw,prawiveSinI,3
4185,praNaya,leSam,3
4186,kuSa,uxakam,3
4187,xqRta,BayAH,1
4188,puwra,sahiwAm,3
4189,kroXa,samBavam,1
4190,puruRa,saMjFa,1
4191,alpa,AyuH,1
4192,mahA,rujA,1
4193,xvi,viXA,1
4194,manasa,AwmanaH,3
4195,Sawru,senAyA,3
4196,xuryoXana,muKam,1
4197,waWA,viXAnAm,1
4198,kuSa,nABasya,1
4199,pari,pUriwam,3
4200,laGu,kukkutAH,3
4201,xurbala,AwmanaH,1
4202,saM,nipAwe,3
4203,baka,rAkRasam,3
4204,kqwa,saMkewAni,1
4205,a,kAmA,1
4206,SuBa,lakRaNaH,1
4207,anwarhiwa,spqRtaH,3
4208,xuryoXana,ASriwaH,3
4209,na,saMXeyAH,1
4210,guNa,anviwena,3
4211,sawya,sanXaH,1
4212,paFca,wawvam,3
4213,giri,SiKarAw,3
4214,BUmi,gqhaM,3
4215,vikAra,saMjFa,1
4216,mahA,raWaH,1
4217,pra,karwavyA,3
4218,kARTa,vikrewA,3
4219,xvi,akRaraH,1
4220,sa,PANiwaM,1
4221,BUwa,arWam,3
4222,karma,mUlaM,3
4223,agni,sAkRikam,1
4224,na,vakwavyAsi,3
4225,viwwa,iSaH,3
4226,wIkRNa,XAraH,1
4227,SamA,AwmakaH,1
4228,sva,vaSaH,3
4229,xvi,rasAni,3
4230,su,meXasaH,1
4231,haTa,praNIwaM,3
4232,ciwragrIva,nAmA,1
4233,sa,smiwaM,1
4234,eka,xinam,3
4235,xUra,sWaM,3
4236,jala,vihAram,3
4237,arGya,AxiBiH,1
4238,jiwa,svargAH,1
4239,xik,mUDaH,3
4240,sa,bAhuByAM,1
4241,vyAyAma,uRNam,1
4242,paMdiwa,mahoxayena,3
4243,cApa,vawsam,2
4244,manas,BAvaH,3
4245,muKa,rogAH,3
4246,an,unmawwAH,3
4247,xakRiNa,araNye,3
4248,sAgaraH,upamAH,1
4249,nAga,kewuH,1
4250,saM,viBAgAn,3
4251,na,upamaM,3
4252,a,vivekaH,1
4253,vi,SruwaH,3
4254,paraspara,saMlApe,3
4255,aBi,yAne,3
4256,sam,rakRaNam,3
4257,xur,AcArAn,3
4258,Rat,nemikaM,3
4259,sa,rjarasaM,1
4260,sa,guNAni,1
4261,mawsya,AjIvI,3
4262,niwya,saMnyAsAH,1
4263,sva,vaXUH,3
4264,prawi,saxasyaM,0
4265,wqNa,wanwuBiH,1
4266,sa,gaganaH,1
4267,awi,AvaSyakam?,3
4268,Gora,AkAram,1
4269,saMGatana,balena,3
4270,sa,AScaryaM,1
4271,na,vipaSciwaH,3
4272,wri,cawurAn,1
4273,cawurWa,BAk,1
4274,aXyayana,arWam,3
4275,anuroXa,pUrvakam,1
4276,vrawa,kqSAH,3
4277,a,SafkaH,1
4278,mAsa,mAwreNa,1
4279,evam,viXa,1
4280,yAwrA,kAraNawaH,3
4281,sa,suwA,1
4282,pra,GarRiwA,3
4283,xaSa,prakaraNaH,1
4284,na,gocarIm,3
4285,lakRa,guNA,3
4286,arWa,avagamane,3
4287,kqwa,niScayam,1
4288,pANdava,agnInAm,3
4289,saMXi,parvANaM,1
4290,sa,yanwra,1
4291,kqwa,vrawAH,1
4292,Apanna,cApalA,3
4293,kqwa,vqwwiH,1
4294,pra,sqwam,3
4295,puwra,arjiwEH,3
4296,pUrva,ASrame,3
4297,anuSaya,mUlasya,1
4298,wapas,mUrwwe,3
4299,prakRAliwa,afGriH,1
4300,mAnasika,roga,3
4301,nir,vaNyam,1
4302,saMXi,vigrahe,2
4303,su,praNIwena,3
4304,pOwra,mocayiwre,3
4305,su,parva,3
4306,pUjA,arhaH,1
4307,Agneya,svaBAvAw,1
4308,parAk,muKAH,1
4309,na,nyAyyam,3
4310,awi,lafGanam,3
4311,parpata,xvayam,3
4312,brahma,vqkRaH,3
4313,naRta,GqNaH,1
4314,an,ADyaH,3
4315,niyawa,AhArAH,1
4316,brahman,GoRaH,3
4317,sam,AjFapwaH,3
4318,nirGqNa,AwmanAm,1
4319,yawa,ciwwasya,1
4320,sarva,Sakwi,3
4321,aXigawa,vixya,1
4322,bqhax,aBiXAne,3
4323,nyaswa,SaswraM,1
4324,a,gaxAH,1
4325,a,koSasya,1
4326,sawva,samAviRtaH,3
4327,SleRma,vikAram,3
4328,Xqwa,manA,1
4329,mUla,AxyEH,1
4330,niyawa,AhAraH,1
4331,aniwa,AxayaH,1
4332,cawur,viXA,1
4333,awi,balaM,1
4334,a,vAcyawAm,3
4335,rakRiwa,AwmAnam,1
4336,wikwa,katukaM,2
4337,upa,hAsa,3
4338,sva,KureNa,3
4339,awi,uccEH,0
4340,a,prayacCan,3
4341,sa,jIvam,1
4342,kuSa,haswaH,1
4343,sWUla,parvA,1
4344,yaWA,pATaM,0
4345,Siva,nAmakasya,1
4346,sa,aXikAra,1
4347,bahu,SruwEH,1
4348,viviXa,SIlAnAM,1
4349,gqha,AByanware,3
4350,Abja,AnUpam,2
4351,sa,lomaBiH,1
4352,aBinanxana,mahowsavAya,3
4353,su,sUkRmA,3
4354,pipAsA,vyAkulaH,3
4355,a,kAryaM,3
4356,a,pakRaH,1
4357,pAliwa,paSUnAm,3
4358,na,xqSyawAm,3
4359,nAnA,viXam,0
4360,sWira,buxZXiH,1
4361,manwri,praBqwiBiH,1
4362,asmaw,piwarO,3
4363,a,vyAhawaM,3
4364,yuxXa,SONda,3
4365,vyAsa,sahiwAH,3
4366,nq,loke,3
4367,maxIya,pAxayoH,3
4368,buxXi,mUlaM,1
4369,mahaw,mUlyAni,1
4370,xaNda,pAruRyAw,3
4371,an,AmayaH,1
4372,wax,sammuKe,3
4373,ewax,yonIni,1
4374,parama,xuScarO,3
4375,iwi,Axini,1
4376,amAwya,AxiBi,1
4377,SAswra,xURakAn,3
4378,anu,rUpA,0
4379,evaM,viXeRu,1
4380,suKa,uxayA,1
4381,sa,nAWaH,1
4382,pracCanna,rUpam,3
4383,SAnwi,paraH,1
4384,mqwyu,rAt,3
4385,gqha,Caxim,3
4386,vigawa,BikRuke,1
4387,sa,samAxaram,1
4388,paFcawriMSaw,varRIyaH,3
4389,sa,pOraH,1
4390,jIviwa,kAmyayA,1
4391,aXi,Awma,0
4392,na,vaFciwA,3
4393,uxgawa,romaharRam,1
4394,yawa,AhAraH,1
4395,nir,Xanasya,1
4396,niS,Sulkam,0
4397,cawus,pAxAH,1
4398,xur,AsiwAw,3
4399,na,prawyUham,3
4400,xguxa,saMjFiwam,1
4401,mahA,rujaH,1
4402,nija,grAme,3
4403,samuxra,upapluwAH,3
4404,muni,sawwamaH,3
4405,Sawru,rUpAH,1
4406,vaMSa,manvanwarasya,2
4407,vi,nASakaH,3
4408,maXu,sarpiH,2
4409,Axiwya,varNam,1
4410,xur,avasare,3
4411,Suci,karmaNA,1
4412,kqcCra,annaH,1
4413,yuXiRTira,purogamAH,1
4414,yaw,SraxXaH,1
4415,nUpura,rAjiwam,3
4416,yajFa,pAvakam,3
4417,prawi,locanAByAm,3
4418,praSAnwa,Awma,1
4419,miWyA,vqwwiRu,1
4420,kali,jAH,3
4421,nir,rogaH,1
4422,vi,mAwA,3
4423,hiwa,ahiwaM,2
4424,vara,yAcanAya,3
4425,siMha,avalokanam,3
4426,SrIsaxAnanxaJA,mahoxayaH,3
4427,sapwan,qRiBiH,3
4428,an,ekawA,3
4429,sAXu,karmaNAm,1
4430,rAXA,xevyAH,3
4431,Agamana,samananwaram,3
4432,maxya,niwyAH,1
4433,pakva,vatikAm,3
4434,su,ninxiwaH,3
4435,praWama,buBukRAyAm,3
4436,manwra,SuxXiH,3
4437,ArAXya,xevaH,3
4438,puruRAwman,AxO,1
4439,buxXi,sAhAyyaM,3
4440,sa,saMSayam,1
4441,sa,Atopam,1
4442,inxra,AxayaH,1
4443,evam,viXAH,1
4444,Cinna,jyaH,1
4445,gawa,cEwanya,1
4446,klAnwa,manAH,1
4447,aBirUpa,pawiH,1
4448,vixiwa,AwmanAm,1
4449,arNava,sWam,3
4450,labXa,avasara,1
4451,sam,preriwA,3
4452,kawipaya,kalABiH,3
4453,a,SuBena,3
4454,BayaMkara,rUpam,3
4455,sa,vEBavena,1
4456,sa,anujaH,1
4457,para,arXyAni,1
4458,bahu,vAram,3
4459,saMskqwa,sammelanasya,3
4460,saha,uxaraH,1
4461,mawi,pUrveNa,1
4462,puwra,pOwre,2
4463,carman,avaSeRA,1
4464,niSciwa,kAryakramAw,3
4465,buxXi,AKyAni,1
4466,sneha,agniH,3
4467,na,kriyaH,1
4468,sa,aBivAxanam,1
4469,nyagroXa,xevawAH,3
4470,lOha,BAram,3
4471,an,uwpawwiM,3
4472,wyakwa,vexaH,1
4473,mAwula,gqhawaH,3
4474,saMyukwa,parivArasya,3
4475,svawanwra,uxyogena,3
4476,nAnA,puRpEH,3
4477,sa,kRAraM,1
4478,agniveSa,pramuKAn,1
4479,awi,saralam,3
4480,na,prakASaH,1
4481,mahaw,kaviH,3
4482,SaraNa,gawAH,3
4483,prawi,vAcam,3
4484,pra,xarSayan,3
4485,nis,praBaH,1
4486,manaH,RaRTEH,1
4487,sa,pariSramaM,1
4488,xur,jane,3
4489,vqxXa,mahASaya,3
4490,sa,kROxraM,1
4491,yuga,mAwra,1
4492,su,muhUrwena,3
4493,kAla,kavaliwaH,3
4494,viviXa,xakRiNEH,1
4495,pari,cArakaH,3
4496,yoni,vyApaxaH,3
4497,nyAya,SrowAraH,3
4498,nir,xaya,1
4499,sa,AyAsam,1
4500,sanXyA,upAswe,3
4501,evaM,vqwwaH,1
4502,kElAsa,nilayaH,1
4503,wrayoxaSa,varRIyaH,3
4504,niyawa,sWAnam,3
4505,KZadga,haswaH,1
4506,sva,ASayaM,3
4507,Apwa,xakRiNAn,1
4508,wiryak,gaweH,1
4509,a,balAH,1
4510,hawa,viXinA,3
4511,na,vyavasAyinam,3
4512,parama,Ananxena,3
4513,UrXva,pravarRiNaH,1
4514,Gora,rUpaH,1
4515,rahasya,mArgeNa,3
4516,bala,uwkatam,3
4517,gawa,rasaM,1
4518,viparIwa,mawiH,1
4519,sa,viBramam,1
4520,kARTa,maMjURA,3
4521,na,spqSyasya,3
4522,ganXa,AxyEH,1
4523,Bavaw,pawyA,3
4524,mahaw,aparAXaH,3
4525,a,miwraH,3
4526,Rat,karmA,1
4527,waw,vilokya,3
4528,SAnwa,Awmane,3
4529,saw,mAnaM,3
4530,su,cirAw,3
4531,karkaSa,SElyA,3
4532,bahu,SAKaH,1
4533,sa,wiraskAraM,0
4534,sam,AkrAnwa,3
4535,pari,ApwiH,3
4536,sama,xarSina,1
4537,kqSa,gavaH,1
4538,xraRtu,kAmaH,1
4539,vajra,muKena,1
4540,garva,AviRtena,3
4541,jijFAsa,mAnA,1
4542,Bqwi,arWam,3
4543,vAwa,guNAH,3
4544,pqRTa,BUmikA,3
4545,ucca,paxe,3
4546,axiwi,AxiRu,1
4547,sampluwa,uxake,1
4548,sa,swrI,1
4549,paFcaxaSa,xivasAnAm,3
4550,maXura,janyA,3
4551,muxiwA,anwarAwmaBiH,1
4552,kRINa,balaM,1
4553,bAlaka,muKAw,3
4554,saMskqwa,aXyakRa,3
4555,sarva,xurgANi,3
4556,bAlaka,bAlikAnAm,3
4557,wAdana,AxinA,1
4558,mahA,ojAH,1
4559,rAjan,sammAnam,3
4560,bAbU,mahASayaH,3
4561,brAhmaNa,rUpeNa,3
4562,nava,vaXUH,3
4563,Salya,rAjena,3
4564,sWira,wimirAH,1
4565,Avqwa,xvAra,3
4566,kaWA,samApwO,3
4567,gANdIvan,XanvanA,1
4568,na,marA,1
4569,kqwa,AwmA,1
4570,na,saPalAH,3
4571,krUra,koRTaM,1
4572,kiMkarwwavya,vimUDa,3
4573,xus,pravqwwi,3
4574,paFca,uxGAwEH,3
4575,mahaw,yaSAH,1
4576,BArawa,BramaNAya,3
4577,sewu,banXaH,3
4578,cawuH,pAxam,1
4579,saha,pArWivAH,1
4580,evaM,viXim,1
4581,xolAyamAna,mAnasa,1
4582,vyAw,AnanaM,1
4583,BUwa,pUrvA,0
4584,xur,xEvam,3
4585,xqRta,pAram,1
4586,viRaNNa,cewA,1
4587,sa,xAkRiNyaH,1
4588,yAwa,AyAwam,2
4589,baxXu,kAmaH,1
4590,sam,vqwam,3
4591,vinA,AyAsam,3
4592,hqxaya,AxIni,1
4593,puruRaH,uwwamaH,3
4594,cawuH,guNaH,1
4595,SuxXa,vipreNa,3
4596,upa,sWiwaH,3
4597,pUrva,muKe,1
4598,eka,mawyena,3
4599,na,cinwyena,1
4600,na,AhAraH,3
4601,su,saMruxZXAH,3
4602,na,pihiwam,3
4603,upa,SAnwakopaH,1
4604,rukmiNi,AxiBiH,1
4605,alpa,ASrayAn,1
4606,lajjiwa,nayanayoH,3
4607,kAma,AwmA,1
4608,sva,jAmAwuH,3
4609,wri,xaSEH,1
4610,rAya,mahASaya,3
4611,kamala,muKI,1
4612,yaWA,xoRaM,0
4613,Sruwa,SIle,1
4614,su,praWiwa,3
4615,kaTina,jatilam,2
4616,maXya,kAye,0
4617,sam,upajAwAm,3
4618,ku,BAryAyAM,3
4619,waw,uxAram,3
4620,aqq,BUwikAmaM,3
4621,anya,manaska,1
4622,eka,janaH,3
4623,alpa,kAlasya,1
4624,xu,sWiwiH,3
4625,wulya,saMBavAnAM,1
4626,su,vyavasWiwam,3
4627,brahman,AxIn,1
4628,saMwoRa,mUlaH,1
4629,viSvawaH,muKAH,1
4630,akRara,saMjFakam,1
4631,prawyURa,pavana,3
4632,saMvqwa,ranXraH,1
4633,patta,rAjFAH,3
4634,pra,wiRTiwAH,3
4635,saM,xuhyAn,3
4636,qk,yajuH,2
4637,praswAva,saxqSam,3
4638,wyakwa,miwrEH,1
4639,sa,xaXi,1
4640,gANdivan,XanvanaH,1
4641,vaXa,arhaH,3
4642,hIna,parNaM,1
4643,nERaXa,nAma,1
4644,svalpa,SUlAH,1
4645,saha,Ananxam,1
4646,Sawaxru,naxI,3
4647,yAvaw,SIGram,3
4648,sUkRma,CixrA,1
4649,campA,aBiXeyAm,3
4650,Arwa,svareNa,3
4651,maXya,viwwAH,1
4652,sarva,suKeRu,3
4653,kqRNa,varNam,1
4654,xuH,sahAH,3
4655,uwpawwi,saMsargaH,3
4656,gowra,Axi,1
4657,A,maraNam,0
4658,prajA,pawi,1
4659,gawa,sawwvAH,1
4660,masjixa,girijAgqham,2
4661,kqRNa,bAlAn,3
